"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
40,687551,"Gilbert, Drew",416,9.6,0.2,0.1,0.2,0.3,0.271,0.288,0.215,2,10,89.1,12.2,2286,89.7,90.29,3,19,21,0.5999999999999943,6.58,111,144,107,151,298,326,302,"0.189","-0.189","71.4","7.3",13,10,1,1,0,0,1,7.7,2,15.4,2.38975,0.46025,0.14375,-0.14375,"91.9",115,40,0,0,5.82,-1.68,-0.07,2.23,0.308,0,"-0.4725",0.342,0.251,"0.4725",-0.015,-0.03400000000000003,0.049,-0.017,15.8,"41.2",2.888461278904092,-5.190265734165331,25.014548220584953,0.42105263157894735,39.903543620260315,30.86201571342241
40,669289,"Espinal, Santiago",1302,3.1,0.1,0,0.143,0.1,0.088,0.196,0.203,1,10,86.1,28,2424,90,90.51,3,18,22,0.5,6.52,99,144,109,140,307,321,287,"2.097","-2.097","65.3","7.2",10,7,1,0,0,0,3,30,0,0,2.59075,0.26425,0.1245,-0.337,"91.5",137,42.857142857142854,0,0,5.71,-0.52,0.42,2.27,0.1,0,"-5.2425",0.203,0.252,"5.2425",-0.103,-0.10300000000000001,-0.152,-0.108,16.7,"40.9",4.603502987308083,2.514437469257953,34.56454594176447,0.47058823529411764,34.65004624246312,29.91530779523402
39,656305,"Chapman, Matt",2209,1.8,0.4,0.1,0.444,0.5,0.443,0.284,0.212,4,10,96.9,0.4,2398,90.1,90.69,2,17,22,0.6000000000000085,6.67,110,153,123,148,306,324,294,"-0.972","0.972","74.6","7.4",12,9,3,1,0,0,1,8.3,1,8.3,2.47513,0.37553,0.22282,0.22282,"95.8",89,66.66666666666666,0,0,5.81,-1.6,0.24,2.34,0.5,0,"2.492307692",0.344,0.242,"-2.492307692",0.188,0.15600000000000003,0.258,0.159,11.8,"47.2",4.117056950866884,-0.26226485241344166,28.75094859527749,0.5,39.118492057140344,23.528434146753238
39,682653,"Bernabel, Warming",520,7.5,0.091,0,0.091,0.091,0.08,0.276,0.295,1,11,84.7,8.5,2383,88.6,89.1,3,20,19,0.5,6.47,111,153,116,147,317,316,295,"2.298","-2.298","68.4","7.3",11,11,1,0,0,0,0,0,0,0,2.64897,0.29282,0.16154,-0.08718,"90.5",127,27.27272727272727,0,0,6.2,-0.97,0.29,2.44,0.091,0,"-5.892307692",0.295,0.331,"5.892307692",-0.204,-0.204,-0.24,-0.196,15,"41.7",0.10723768370166487,-10.784284383028567,33.375676292945,0.35,36.87170137669038,28.716193765829523
39,671218,"Ramos, Heliot",2653,1.5,0.2,0,0.25,0.2,0.176,0.156,0.172,2,10,83.8,7.9,2451,89.4,89.94,6,19,20,0.5,6.53,108,151,118,144,307,326,294,"1.483","-1.483","72.8","6.7",10,8,2,0,0,0,2,20,0,0,2.5141,0.35744,0.14974,0.14974,"92.4",107,25,0,0,5.86,-1.43,0.24,2.16,0.2,0,"-3.802564103",0.172,0.19,"3.802564103",0.028,0.028000000000000025,0.01,0.02,31.6,"42.4",1.8363110554137028,4.314730991127989,32.64405896738451,0.3684210526315789,36.47936709935879,26.17547311526045
39,700242,"Sweeney, Trey",1191,3.3,0.111,0,0.125,0.111,0.131,0.208,0.186,1,9,88.7,-1.3,2351,88,88.52,3,15,24,0.5,6.58,115,143,106,151,296,326,302,"1.647","-1.647","71.3","7.2",12,8,1,0,0,0,3,25,1,8.3,2.66667,0.33821,-0.06158,0.21474,"91.5",132,25,0,0,5.73,-0.9,-0.19,2.43,0.167,0,"-4.223076923",0.234,0.22,"4.223076923",-0.075,-0.067,-0.109,-0.077,20,"41.4",5.476022598301684,4.683711379774126,26.281682212351885,0.5333333333333333,35.8630506323122,31.378210861385746
38,669397,"Allen, Nick",1582,2.4,0.143,0,0.25,0.143,0.197,0.216,0.153,1,7,68.1,-4.5,2247,91.9,92.31,5,17,21,0.3999999999999915,6.57,105,149,96,147,308,316,282,"1.135","-1.135","55.2","5.6",10,6,1,0,0,0,3,30,1,10,2.19,0.55541,0.52895,0.05105,"89.3",109,16.666666666666664,0,0,5.84,-0.44,0.16,2.05,0.25,0,"-2.986842105",0.259,0.177,"2.986842105",-0.01,-0.009000000000000008,-0.034,-0.019,29.4,"38.2",-1.3184951136685539,-15.403315421147918,37.48294082170217,0.375,32.8370489834783,29.56095013093633
38,686668,"Doyle, Brenton",1957,1.9,0.167,0,0.2,0.167,0.225,0.402,0.389,1,6,79.8,-3.6,2378,88,88.08,4,19,19,0.09999999999999432,6.18,109,152,112,146,317,326,298,"-0.562","0.562","67.6","7.0",7,5,1,0,0,0,1,14.3,1,14.3,2.66763,0.305,0.16368,-0.01211,"88.8",130,0,0,0,6.13,-0.18,0.04,2.35,0.286,0,"1.478947368",0.476,0.421,"-1.478947368",-0.222,-0.19,-0.254,-0.177,21.1,"40.2",10.733979040093683,3.0258048725297337,30.274976955383572,0.47368421052631576,37.475271331829184,25.299234744618285
38,621043,"Correa, Carlos",2311,1.6,0,0,0,0,0.058,0.289,0.209,0,11,91.6,-2.5,2315,91.3,92,2,16,22,0.7000000000000028,6.69,103,151,122,148,308,327,295,"2.791","-2.791","75.9","7.5",12,10,0,0,0,0,1,8.3,1,8.3,2.19974,0.54789,0.39816,0.25447,"93.9",108,50,10,8.333333333333332,5.69,-1.07,0.08,2.13,0.083,1,"-7.344736842",0.275,0.388,"7.344736842",-0.209,-0.192,-0.388,-0.231,12.5,"42.6",11.025927486414725,-4.399537888608897,31.64414602117494,0.5625,38.670831057888975,29.807316817519855
38,669364,"Edwards, Xavier",2250,1.7,0.231,0.154,0.231,0.385,0.258,0.404,0.4,3,13,88.7,8.2,2349,89.3,89.52,1,23,15,0.20000000000000284,6.38,107,149,99,152,287,318,300,"0.93","-0.93","65.8","6.3",13,13,2,0,1,0,0,0,0,0,2.47105,0.41974,0.17132,-0.17132,"91.7",159,38.46153846153847,0,0,5.93,-1.19,0.09,2.19,0.231,0,"-2.447368421",0.4,0.541,"2.447368421",-0.169,-0.169,-0.156,-0.146,4.3,"44.3",3.170371194475573,3.4915192820302847,33.719643789681534,0.36363636363636365,31.8854511465262,27.05139359186741
37,680869,"Gelof, Zack",416,8.9,0.333,0.417,0.5,0.75,0.452,0.334,0.233,4,12,92.7,21.3,2425,88.2,88.39,10,24,13,0.20000000000000284,6.41,105,151,111,144,306,321,295,"-2.238","2.238","72.1","7.5",12,7,1,2,0,1,5,41.7,0,0,2.76811,0.21892,0.13378,0.16351,"93.7",191,57.14285714285714,28.57142857142857,16.666666666666664,5.96,-0.42,0.38,2.63,0.333,2,"6.048648649",0.233,0.566,"-6.048648649",0.1,0.1,0.184,0.118,41.7,"40.0",23.262561299266093,-3.3233782356447508,34.47648019874687,0.25,40.15324825249448,30.3347404375339
37,647304,"Naylor, Josh",2013,1.8,0.25,0.25,0.273,0.5,0.31,0.298,0.294,3,12,85.1,5.8,2374,88.1,88.18,4,20,17,0.10000000000000853,6.49,108,144,118,151,297,327,308,"0.098","-0.098","65.8","7.2",12,11,1,1,1,0,1,8.3,0,0,2.64541,0.35162,0.08917,0.03417,"92.1",140,45.45454545454545,0,0,6.1,-0.44,-0.49,1.94,0.25,0,"-0.264864865",0.294,0.397,"0.264864865",-0.044,-0.043999999999999984,0.103,0.012,20,"43.4",0.7472716032273821,2.1689415759900195,28.31521550844916,0.35,38.37348624145379,19.328140392597778
36,695506,"Caglianone, Jac",858,4.2,0.077,0.077,0.1,0.154,0.096,0.196,0.2,1,13,85.2,-0.4,2348,89.1,89.38,5,21,15,0.30000000000001137,6.46,109,145,129,151,300,327,307,"2.454","-2.454","76.4","7.1",13,10,0,1,0,0,3,23.1,0,0,2.65333,0.2625,0.27028,0.25083,"94.0",123,50,0,0,6.05,-0.33,-0.03,2.37,0.077,0,"-6.816666667",0.2,0.251,"6.816666667",-0.123,-0.12300000000000001,-0.097,-0.1,23.8,"42.4",0.8690378368797758,7.7201404844123065,30.54940319869134,0.2857142857142857,35.668081218265215,24.21235531606578
36,643446,"McNeil, Jeff",1718,2.1,0.143,0,0.143,0.143,0.197,0.264,0.202,1,7,85,17.6,2436,87.4,87.69,2,22,14,0.29999999999999716,6.68,102,141,109,149,289,326,300,"0.872","-0.872","71.5","7.5",8,7,1,0,0,0,0,0,1,12.5,2.78972,0.27083,-0.05167,0.05167,"89.0",111,14.285714285714285,0,0,5.55,-1.28,-0.13,2.26,0.25,0,"-2.422222222",0.302,0.264,"2.422222222",-0.059,-0.05199999999999999,-0.121,-0.067,9.1,"39.5",7.309858624651032,-6.489092709712601,32.83683464403666,0.3181818181818182,34.960971478019715,32.715107738016876
36,680718,"Barger, Addison",1955,1.8,0.3,0.1,0.6,0.4,0.302,0.201,0.216,3,10,86.3,21.6,2363,89.5,89.88,7,17,19,0.4000000000000057,6.56,116,143,124,151,296,326,305,"0.347","-0.347","74.5","7.7",10,5,2,1,0,0,5,50,0,0,2.70861,0.20278,0.1825,-0.12194,"91.4",136,20,0,0,5.91,-1.56,0.06,2.18,0.3,0,"-0.963888889",0.216,0.245,"0.963888889",0.084,0.08399999999999999,0.155,0.101,41.2,"44.3",7.396940341695663,-2.604978011828762,32.43709979864763,0.5625,30.640917667635833,27.351975683283477
36,667472,"Myers, Dane",1241,2.9,0.125,0,0.143,0.125,0.11,0.282,0.211,1,8,88.7,0.9,2327,89.5,89.93,2,19,17,0.4000000000000057,6.5,106,152,110,147,314,326,297,"1.488","-1.488","67.9","6.6",8,7,1,0,0,0,1,12.5,0,0,2.58417,0.30028,0.24944,-0.03556,"91.3",185,42.857142857142854,14.285714285714285,12.5,5.94,-0.38,0.04,2.45,0.125,1,"-4.133333333",0.211,0.458,"4.133333333",-0.086,-0.086,-0.333,-0.172,10.5,"43.4",14.919635196482435,11.261212059400448,23.089183843360725,0.625,33.17773325392014,28.32647489327622
35,606192,"Hernández, Teoscar",2139,1.6,0.125,0.125,0.167,0.25,0.216,0.333,0.264,1,8,89.7,-5.2,2462,88.9,89.42,6,15,20,0.5,6.73,116,152,124,147,305,327,295,"0.838","-0.838","73.6","7.9",9,6,0,1,0,0,2,22.2,1,11.1,2.63886,0.29886,0.05914,0.05914,"92.4",95,33.33333333333333,0,0,5.61,-1.65,0.57,1.98,0.222,0,"-2.394285714",0.346,0.42,"2.394285714",-0.139,-0.12399999999999997,-0.17,-0.117,40,"36.2",8.143630337148437,0.41947972921325505,31.369190739879652,0.6,43.94378060429103,30.747674390285702
35,656716,"McKinstry, Zach",2035,1.7,0.333,0.111,0.375,0.444,0.335,0.419,0.369,3,9,88.2,13.5,2320,90.7,91.38,3,20,15,0.7000000000000028,6.56,122,147,106,152,291,325,303,"0.054","-0.054","65.8","6.5",9,8,2,1,0,0,1,11.1,0,0,2.36029,0.42914,0.02029,0.06886,"90.4",122,37.5,12.5,11.11111111111111,5.82,-1.17,0.08,2.73,0.333,1,"-0.154285714",0.369,0.617,"0.154285714",-0.036,-0.035999999999999976,-0.173,-0.084,15,"47.8",6.976083048019683,7.6834438201812,36.805153029716976,0.45,30.85887898307122,23.713818234790196
35,514888,"Altuve, Jose",2314,1.5,0.273,0.091,0.333,0.364,0.274,0.256,0.239,3,11,92.7,13.8,2219,90.1,90.63,2,15,20,0.5,6.63,116,153,109,147,299,320,292,"0.486","-0.486","67.8","7.4",11,9,2,1,0,0,2,18.2,0,0,2.15657,0.67514,0.39771,-0.11543,"92.8",164,33.33333333333333,0,0,5.77,-0.87,0.22,2.25,0.273,0,"-1.388571429",0.239,0.355,"1.388571429",0.034,0.03400000000000003,0.009,0.018,13.3,"38.6",12.9995210859374,1.2339152076962878,30.643254486594554,0.7333333333333333,39.305303499400054,27.239586168523545
35,673237,"Diaz, Yainer",1871,1.9,0.167,0.083,0.222,0.25,0.178,0.278,0.239,2,12,89.9,0.4,2335,89.3,89.62,7,23,12,0.29999999999999716,6.55,107,150,122,145,308,322,289,"1.842","-1.842","68.3","7.4",12,9,1,1,0,0,3,25,0,0,2.488,0.40829,0.21286,-0.18371,"92.3",145,33.33333333333333,11.11111111111111,8.333333333333332,5.81,-0.79,0.27,2.11,0.167,1,"-5.262857143",0.239,0.421,"5.262857143",-0.072,-0.07199999999999998,-0.171,-0.1,30.4,"43.9",9.92377565023265,1.0436843655252648,28.227415815576506,0.43478260869565216,41.19642412458212,32.81597208983161
35,672515,"Moreno, Gabriel",1314,2.7,0.222,0.333,0.143,0.556,0.324,0.408,0.272,2,9,94.6,13.1,2405,89.2,89.21,1,16,19,0,6.43,104,139,113,138,308,326,291,"-0.084","0.084","68.6","6.6",9,8,1,0,0,1,1,11.1,0,0,2.534,0.38086,0.18743,-0.35771,"93.0",152,62.5,25,22.22222222222222,5.92,0.44,0.04,2.28,0.222,2,"0.24",0.272,0.711,"-0.24",-0.05,-0.05000000000000002,-0.155,-0.084,6.3,"46.5",6.763732016077256,3.453824915468444,33.89489329172252,0.7333333333333333,32.10644124071324,33.197981875703015
35,676391,"Clement, Ernie",1871,1.9,0.357,0.357,0.308,0.714,0.45,0.384,0.306,5,14,92.5,10.1,2439,88.8,89.14,2,21,14,0.29999999999999716,6.57,107,151,100,147,304,324,288,"-1.298","1.298","66.8","6.8",14,14,2,2,0,1,0,0,0,0,2.70057,0.27059,-0.08514,-0.20171,"94.3",163,57.14285714285714,7.142857142857142,7.142857142857142,6.04,-1.24,0.11,2.39,0.357,1,"3.708571429",0.306,0.611,"-3.708571429",0.051,0.05099999999999999,0.103,0.066,9.5,"46.2",10.851264037339817,-2.2210301503074223,31.721420505485955,0.5,35.76243342199519,30.9769444930026
35,641355,"Bellinger, Cody",2594,1.3,0.111,0,0.111,0.111,0.088,0.219,0.187,1,9,92.6,32.9,2312,90.1,90.63,3,17,18,0.5,6.4,112,143,105,150,300,326,305,"1.896","-1.896","69.2","7.8",10,9,1,0,0,0,1,10,0,0,2.50686,0.32143,0.18886,-0.02143,"92.2",179,44.44444444444444,0,0,6.02,-1.46,-0.26,2.49,0.1,0,"-5.417142857",0.171,0.39,"5.417142857",-0.076,-0.07100000000000001,-0.279,-0.131,17.6,"44.1",13.674925955204998,-2.670222038906899,33.08377257126188,0.6470588235294118,31.265788462266144,30.919966251399117
35,680777,"Jeffers, Ryan",1879,1.9,0.125,0,0.143,0.125,0.11,0.224,0.228,1,8,81.5,23.9,2435,87.6,88.21,3,17,18,0.6000000000000085,6.71,99,149,123,146,309,324,297,"1.376","-1.376","69.8","6.9",8,7,1,0,0,0,1,12.5,0,0,2.76771,0.25343,-0.08618,-0.55324,"91.1",173,28.57142857142857,0,0,5.74,-0.75,0.23,2.24,0.125,0,"-3.931428571",0.228,0.292,"3.931428571",-0.103,-0.10300000000000001,-0.167,-0.114,17.6,"45.3",4.783058429937705,10.123229307241806,31.279830343776588,0.35294117647058826,39.372506801145875,23.52066893282183
34,696100,"Goodman, Hunter",2149,1.6,0.222,0.667,0,0.889,0.453,0.479,0.258,2,9,97.8,38.2,2299,89.6,89.94,8,17,17,0.30000000000001137,6.35,102,151,118,145,318,325,306,"-1.116","1.116","73.1","7.4",9,5,0,0,0,2,4,44.4,0,0,2.46,0.39324,0.23971,-0.24794,"95.8",233,40,40,22.22222222222222,6.05,-0.59,0.54,2.25,0.222,2,"3.282352941",0.258,0.933,"-3.282352941",-0.036,-0.036000000000000004,-0.044,-0.026,47.1,"42.2",12.968909380937056,-3.9682287003727863,24.44397700562436,0.4117647058823529,41.88761292184276,37.47078746974106
34,682998,"Carroll, Corbin",2497,1.4,0,0,0,0,0,0.201,0.115,0,10,88.1,37,2496,86.9,86.84,4,18,16,-0.10000000000000853,6.46,115,145,101,152,300,327,306,"2.656","-2.656","74.7","7.4",10,7,0,0,0,0,3,30,0,0,2.81529,0.27941,-0.19088,0.11029,"90.2",184,14.285714285714285,14.285714285714285,10,5.74,-0.73,0.05,2.33,0,1,"-7.811764706",0.115,0.368,"7.811764706",-0.115,-0.115,-0.368,-0.201,22.2,"41.2",11.266190587570572,-2.435190123380578,27.37452186062545,0.8333333333333334,37.841924429743294,37.85342929772869
34,667670,"Rooker, Brent",2575,1.3,0.308,0.231,0.364,0.538,0.357,0.343,0.283,4,13,89.5,29,2472,89,89.51,3,18,16,0.5,6.69,110,151,115,147,307,323,297,"-0.088","0.088","72.1","7.1",13,11,1,3,0,0,2,15.4,0,0,2.67618,0.24794,-0.19794,-0.31912,"93.2",238,45.45454545454545,18.181818181818183,15.384615384615385,5.94,-1.16,0.34,2.5,0.308,2,"0.258823529",0.283,0.531,"-0.258823529",0.025,0.025000000000000022,0.007,0.014,16.7,"44.8",13.289588790074843,-6.7290334154802185,34.47544925117846,0.6111111111111112,39.16323491133228,34.42414389701501
33,682626,"Alvarez, Francisco",1123,2.9,0.571,0,0.667,0.571,0.546,0.435,0.361,4,7,97.4,13.8,2372,91.3,91.71,3,15,18,0.4000000000000057,6.65,106,151,124,148,309,328,294,"-2","2","72.3","6.9",9,6,4,0,0,0,1,11.1,2,22.2,2.35424,0.41697,0.24152,0.24152,"94.4",181,50,0,0,5.71,-1.66,0.09,1.91,0.667,0,"6.060606061",0.503,0.475,"-6.060606061",0.21,0.16400000000000003,0.096,0.111,20,"41.4",3.3380546660935773,13.869152616459385,31.726067436751727,0.35714285714285715,35.84288268867025,23.823290426019852
33,701762,"Kurtz, Nick",1954,1.7,0.286,0.571,0.333,0.857,0.47,0.548,0.336,2,7,95.6,24.5,2309,89.8,90.22,4,14,19,0.4000000000000057,6.48,117,146,121,150,304,328,310,"-0.854","0.854","77.2","7.8",7,4,0,1,0,1,3,42.9,0,0,2.24606,0.60333,0.27469,-0.00844,"94.2",212,50,50,28.57142857142857,6.44,-0.69,-0.19,2.37,0.286,2,"2.587878788",0.336,0.987,"-2.587878788",-0.05,-0.050000000000000044,-0.13,-0.078,28.6,"44.6",16.580428530464694,5.7717185728255735,36.07447791969789,0.5,38.014381422247105,22.230128560139526
33,690993,"Keith, Colt",1826,1.8,0.143,0.143,0.143,0.286,0.156,0.27,0.247,1,7,88.4,5.3,2412,90.6,90.83,3,18,15,0.20000000000000284,6.44,113,145,114,152,294,326,302,"1.156","-1.156","69.9","6.6",8,7,0,1,0,0,1,12.5,0,0,2.69788,0.11394,0.25576,0.23939,"94.2",133,28.57142857142857,0,0,5.52,-0.54,0.14,1.96,0.125,0,"-3.503030303",0.231,0.409,"3.503030303",-0.104,-0.10600000000000001,-0.123,-0.114,16.7,"39.9",8.502386311534456,4.071652707208418,36.18599001059104,0.3333333333333333,35.23866931400564,29.1667183495099
33,683011,"Volpe, Anthony",2397,1.4,0,0,0,0,0,0.139,0.147,0,9,80.6,9.4,2418,89.8,90.19,4,21,12,0.4000000000000057,6.37,105,148,107,145,307,324,295,"2.483","-2.483","71.2","7.3",9,5,0,0,0,0,4,44.4,0,0,2.43879,0.40061,-0.04152,-0.04152,"89.6",176,0,0,0,5.95,-1.2,0.15,2.36,0,0,"-7.524242424",0.147,0.171,"7.524242424",-0.147,-0.147,-0.171,-0.139,19,"47.3",11.855767966386392,3.922597626371199,33.47415247226994,0.8095238095238095,36.52713795723428,26.064654812629588
32,664034,"France, Ty",1873,1.7,0.091,0,0.1,0.091,0.08,0.438,0.36,1,11,90.7,-2.9,2274,90.5,91.09,3,21,11,0.5999999999999943,6.69,103,150,123,147,309,325,293,"2.143","-2.143","67.1","7.2",11,10,1,0,0,0,1,9.1,0,0,2.16,0.65406,0.15406,-0.38906,"92.6",161,50,20,18.181818181818183,5.77,-0.81,0.38,2.18,0.091,2,"-6.696875",0.36,0.669,"6.696875",-0.269,-0.269,-0.578,-0.358,14.3,"41.8",7.163706172207283,13.068493824079892,34.75310167206908,0.42857142857142855,39.87007610502212,22.371502448074295
32,686948,"Baldwin, Drake",1750,1.8,0.333,0,0.429,0.333,0.294,0.247,0.243,3,9,94.9,8.7,2402,91.1,91.52,6,19,13,0.4000000000000057,6.6,115,143,119,148,303,326,302,"0.127","-0.127","75.6","7.3",9,7,3,0,0,0,2,22.2,0,0,2.41844,0.3675,0.2,0.25375,"93.3",151,42.857142857142854,0,0,5.82,-0.26,-0.14,2.21,0.333,0,"-0.396875",0.243,0.328,"0.396875",0.09,0.09000000000000002,0.005,0.047,31.6,"38.4",11.33636417383391,-0.02966390964616117,32.508366529781505,0.47368421052631576,35.845740170389355,30.57228900785101
32,681624,"Pages, Andy",2365,1.4,0.25,0,0.333,0.25,0.221,0.198,0.218,2,8,75.2,14.2,2417,88.4,89.2,5,17,15,0.9000000000000057,6.75,108,149,119,143,304,324,294,"0.513","-0.513","70.0","7.9",8,6,2,0,0,0,2,25,0,0,2.47969,0.48613,-0.17125,-0.17125,"89.2",154,0,0,0,5.68,-1.14,0.25,2.12,0.25,0,"-1.603125",0.218,0.226,"1.603125",0.032,0.032,0.024,0.023,29.4,"41.4",5.382952599596785,-0.8610551613498458,40.14807101021623,0.47058823529411764,42.835359254409056,30.129470647272704
32,681082,"Stott, Bryson",2466,1.3,0.111,0.111,0.143,0.222,0.139,0.193,0.169,1,9,83.5,23,2324,88.8,89.05,3,15,17,0.29999999999999716,6.49,124,147,100,152,291,327,300,"1.161","-1.161","65.0","6.7",9,7,0,1,0,0,2,22.2,0,0,2.38875,0.55375,0.17156,0.08219,"89.7",194,28.57142857142857,0,0,5.92,-1.2,-0.04,2.57,0.111,0,"-3.628125",0.169,0.289,"3.628125",-0.058,-0.05800000000000001,-0.067,-0.054,20,"43.3",2.1638323056255144,7.853471823403959,35.03855299408933,0.26666666666666666,27.24169232521489,23.897175284254356
32,624424,"Conforto, Michael",2049,1.6,0.25,0,0.25,0.25,0.276,0.371,0.283,2,8,87,26.4,2263,88.7,89.34,2,14,18,0.5999999999999943,6.71,111,137,109,144,298,328,308,"0.442","-0.442","70.8","7.1",9,8,2,0,0,0,0,0,0,0,2.48219,0.43813,0.21406,-0.21406,"93.0",199,50,0,0,5.71,-1.8,-0.09,2.18,0.333,0,"-1.38125",0.363,0.49,"1.38125",-0.033,-0.02999999999999997,-0.24,-0.095,14.3,"36.9",10.007526761794487,2.886223916018338,30.828369132622836,0.6428571428571429,36.86664321991417,26.81431266759597
31,694374,"Tawa, Tim",876,3.5,0.167,0.167,0.5,0.333,0.209,0.182,0.122,1,6,98,25.5,2235,90.2,90.02,7,13,18,-0.20000000000000284,6.33,110,152,115,147,310,326,298,"0.739","-0.739","71.5","7.2",6,2,0,1,0,0,4,66.7,0,0,2.38387,0.4729,0.50871,-0.63065,"92.0",238,50,50,16.666666666666664,6.11,0.7,0.08,1.9,0.167,1,"-2.383870968",0.122,0.317,"2.383870968",0.045,0.04500000000000001,0.016,0.027,53.8,"46.0",12.1460484563683,-8.145622165218102,31.306107459241865,0.46153846153846156,34.82816416217298,35.4134391942707
31,669242,"Edman, Tommy",1338,2.3,0.273,0.091,0.273,0.364,0.251,0.204,0.203,3,11,90.7,7.8,2263,88.2,88.85,2,17,14,0.7000000000000028,6.67,112,144,101,150,296,323,304,"0.795","-0.795","68.7","6.4",12,11,2,1,0,0,1,8.3,0,0,2.51613,0.44581,0.16581,-0.16581,"94.6",153,36.36363636363637,0,0,5.71,-1.1,-0.02,2.28,0.25,0,"-2.564516129",0.192,0.296,"2.564516129",0.07,0.057999999999999996,0.068,0.047,11.8,"39.2",6.205595307384815,8.486840394169347,25.81819477440708,0.5882352941176471,37.37208191437931,26.294387364273963
31,624512,"McGuire, Reese",503,6.2,0.125,0.375,0,0.5,0.255,0.202,0.124,1,8,88.5,33.8,2229,90.1,90.53,5,19,12,0.4000000000000057,6.52,107,144,108,149,297,321,306,"-0.31","0.31","64.6","7.8",8,5,0,0,0,1,3,37.5,0,0,2.43452,0.39581,0.36645,0.0471,"92.0",141,60,40,25,5.74,-1.01,-0.16,2.59,0.125,2,"1",0.124,0.365,"-1",0.001,0.0010000000000000009,0.135,0.053,26.3,"34.4",14.069649018439232,-4.9497063748190655,32.82675140868791,0.4117647058823529,38.576434595932945,29.688710026828264
31,669016,"Marsh, Brandon",1657,1.9,0,0,0,0,0.154,0.183,0.041,0,7,70.9,-26.8,2269,90.1,89.97,6,13,18,-0.09999999999999432,6.26,123,146,97,153,293,328,305,"1.286","-1.286","64.2","6.1",10,4,0,0,0,0,4,40,2,20,2.19161,0.63484,0.47258,0.02161,"88.7",84,0,0,0,6.03,-0.47,-0.16,2.64,0.222,0,"-4.148387097",0.254,0.044,"4.148387097",-0.041,-0.032,-0.044,-0.029,46.2,"40.6",-1.877809538131297,9.935243138462603,36.03026114095831,0.3076923076923077,38.75815276566969,21.3601282039583
31,624428,"Frazier, Adam",1841,1.7,0.25,0,0.25,0.25,0.221,0.306,0.304,2,8,82.6,20.4,2324,89.6,89.91,4,18,13,0.30000000000001137,6.57,120,146,104,151,280,320,301,"0.653","-0.653","63.7","6.7",8,8,2,0,0,0,0,0,0,0,2.43226,0.46097,-0.02419,0.02419,"89.3",165,12.5,0,0,6.02,-1.52,-0.18,2.53,0.25,0,"-2.106451613",0.304,0.403,"2.106451613",-0.054,-0.05399999999999999,-0.153,-0.085,22.2,"48.1",5.090626501115505,10.472196876845018,37.75547393308521,0.35294117647058826,32.574944540029634,18.946336099983416
31,643396,"Kiner-Falefa, Isiah",1631,1.9,0.364,0.091,0.4,0.455,0.354,0.422,0.441,4,11,79.4,-1.7,2389,90.7,90.55,2,17,14,-0.10000000000000853,6.21,111,152,108,148,311,313,290,"0.139","-0.139","66.0","6.8",12,11,3,1,0,0,1,8.3,0,0,2.32548,0.46806,0.16097,-0.19516,"93.2",161,36.36363636363637,0,0,5.8,-0.54,-0.01,2.17,0.364,0,"-0.448387097",0.441,0.534,"0.448387097",-0.077,-0.07700000000000001,-0.079,-0.068,11.8,"44.1",-0.3496382927253001,8.859094393468407,35.36084678335283,0.2,34.51596184889859,25.332792801137064
31,669127,"Langeliers, Shea",1925,1.6,0.222,0.111,0.286,0.333,0.237,0.245,0.255,2,9,92.5,10.7,2260,88.1,87.67,3,16,15,-0.3999999999999915,6.15,109,154,116,148,308,325,299,"0.843","-0.843","73.6","7.0",9,7,1,1,0,0,2,22.2,0,0,2.74548,0.261,0.19226,-0.33161,"93.2",145,42.857142857142854,0,0,6.24,-0.14,0.21,2.27,0.222,0,"-2.719354839",0.255,0.315,"2.719354839",-0.033,-0.033,0.018,-0.008,18.8,"43.2",9.465258549276504,2.1398775256966953,29.933233987497882,0.625,40.00348152204397,31.365836777445992
